type,value
CCN(worst),99
CCN(average),6.5
CCN(violate),10
LOC(worst),614
LOC(average),26.3
LOC(violate),2
Parameter(worst),7
Parameter(average),1.2
Parameter(violate),2
Token(worst),7268
Token(average),236.8
CCN(warning),18
LOC(warning),19
Parameter(warning),2
