type,value
CCN(worst),7
CCN(average),2.8
CCN(violate),0
LOC(worst),106
LOC(average),27.8
LOC(violate),0
Parameter(worst),5
Parameter(average),1.6
Parameter(violate),0
Token(worst),997
Token(average),242.0
CCN(warning),0
LOC(warning),1
Parameter(warning),0
