type,value
CCN(worst),11
CCN(average),2.6
CCN(violate),0
LOC(worst),87
LOC(average),15.9
LOC(violate),0
Parameter(worst),6
Parameter(average),1.6
Parameter(violate),0
Token(worst),975
Token(average),145.5
CCN(warning),1
LOC(warning),3
Parameter(warning),0
