type,value
CCN(worst),12
CCN(average),2.0
CCN(violate),0
LOC(worst),120
LOC(average),12.0
LOC(violate),0
Parameter(worst),3
Parameter(average),1.1
Parameter(violate),0
Token(worst),1198
Token(average),83.2
CCN(warning),1
LOC(warning),2
Parameter(warning),0
