type,value
CCN(worst),9
CCN(average),2.8
CCN(violate),0
LOC(worst),116
LOC(average),18.7
LOC(violate),0
Parameter(worst),4
Parameter(average),1.3
Parameter(violate),0
Token(worst),1420
Token(average),174.8
CCN(warning),0
LOC(warning),1
Parameter(warning),0
