type,value
CCN(worst),17
CCN(average),3.0
CCN(violate),0
LOC(worst),120
LOC(average),16.2
LOC(violate),0
Parameter(worst),7
Parameter(average),2.4
Parameter(violate),1
Token(worst),1334
Token(average),155.6
CCN(warning),1
LOC(warning),4
Parameter(warning),1
