type,value
CCN(worst),7
CCN(average),2.3
CCN(violate),0
LOC(worst),55
LOC(average),16.9
LOC(violate),0
Parameter(worst),2
Parameter(average),1.4
Parameter(violate),0
Token(worst),563
Token(average),138.5
CCN(warning),0
LOC(warning),1
Parameter(warning),0
