type,value
CCN(worst),38
CCN(average),4.1
CCN(violate),1
LOC(worst),190
LOC(average),19.6
LOC(violate),0
Parameter(worst),6
Parameter(average),1.6
Parameter(violate),0
Token(worst),2025
Token(average),183.2
CCN(warning),1
LOC(warning),1
Parameter(warning),0
