type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),107
LOC(average),54.5
LOC(violate),0
Parameter(worst),3
Parameter(average),1.5
Parameter(violate),0
Token(worst),416
Token(average),222.0
CCN(warning),0
LOC(warning),1
Parameter(warning),0
