type,value
CCN(worst),18
CCN(average),3.4
CCN(violate),0
LOC(worst),58
LOC(average),16.0
LOC(violate),0
Parameter(worst),6
Parameter(average),2.3
Parameter(violate),0
Token(worst),550
Token(average),130.5
CCN(warning),2
LOC(warning),3
Parameter(warning),0
