type,value
CCN(worst),4
CCN(average),1.8
CCN(violate),0
LOC(worst),35
LOC(average),15.5
LOC(violate),0
Parameter(worst),2
Parameter(average),1.3
Parameter(violate),0
Token(worst),343
Token(average),139.8
CCN(warning),0
LOC(warning),0
Parameter(warning),0
