type,value
CCN(worst),26
CCN(average),3.7
CCN(violate),1
LOC(worst),151
LOC(average),23.6
LOC(violate),0
Parameter(worst),10
Parameter(average),2.7
Parameter(violate),3
Token(worst),1754
Token(average),204.5
CCN(warning),2
LOC(warning),7
Parameter(warning),3
