type,value
CCN(worst),19
CCN(average),2.8
CCN(violate),0
LOC(worst),132
LOC(average),18.0
LOC(violate),0
Parameter(worst),8
Parameter(average),1.3
Parameter(violate),1
Token(worst),1017
Token(average),124.3
CCN(warning),20
LOC(warning),26
Parameter(warning),1
