type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),48
LOC(average),25.5
LOC(violate),0
Parameter(worst),3
Parameter(average),1.8
Parameter(violate),0
Token(worst),239
Token(average),109.5
CCN(warning),0
LOC(warning),0
Parameter(warning),0
