type,value
CCN(worst),3
CCN(average),1.4
CCN(violate),0
LOC(worst),33
LOC(average),13.0
LOC(violate),0
Parameter(worst),2
Parameter(average),1.3
Parameter(violate),0
Token(worst),351
Token(average),115.6
CCN(warning),0
LOC(warning),0
Parameter(warning),0
