type,value
CCN(worst),7
CCN(average),1.8
CCN(violate),0
LOC(worst),62
LOC(average),13.1
LOC(violate),0
Parameter(worst),3
Parameter(average),0.6
Parameter(violate),0
Token(worst),750
Token(average),115.2
CCN(warning),0
LOC(warning),2
Parameter(warning),0
