type,value
CCN(worst),4
CCN(average),1.4
CCN(violate),0
LOC(worst),34
LOC(average),9.3
LOC(violate),0
Parameter(worst),3
Parameter(average),1.0
Parameter(violate),0
Token(worst),354
Token(average),88.8
CCN(warning),0
LOC(warning),0
Parameter(warning),0
