type,value
CCN(worst),25
CCN(average),3.2
CCN(violate),2
LOC(worst),93
LOC(average),9.8
LOC(violate),0
Parameter(worst),8
Parameter(average),2.4
Parameter(violate),5
Token(worst),782
Token(average),68.0
CCN(warning),7
LOC(warning),3
Parameter(warning),5
