type,value
CCN(worst),5
CCN(average),1.6
CCN(violate),0
LOC(worst),34
LOC(average),8.9
LOC(violate),0
Parameter(worst),6
Parameter(average),1.2
Parameter(violate),0
Token(worst),339
Token(average),68.3
CCN(warning),0
LOC(warning),0
Parameter(warning),0
