type,value
CCN(worst),16
CCN(average),2.2
CCN(violate),0
LOC(worst),135
LOC(average),14.2
LOC(violate),0
Parameter(worst),6
Parameter(average),0.7
Parameter(violate),0
Token(worst),1188
Token(average),109.5
CCN(warning),2
LOC(warning),5
Parameter(warning),0
