type,value
CCN(worst),26
CCN(average),1.8
CCN(violate),2
LOC(worst),77
LOC(average),8.4
LOC(violate),0
Parameter(worst),10
Parameter(average),1.0
Parameter(violate),3
Token(worst),831
Token(average),71.9
CCN(warning),2
LOC(warning),2
Parameter(warning),3
