type,value
CCN(worst),21
CCN(average),3.7
CCN(violate),1
LOC(worst),131
LOC(average),21.4
LOC(violate),0
Parameter(worst),4
Parameter(average),1.0
Parameter(violate),0
Token(worst),1136
Token(average),162.6
CCN(warning),12
LOC(warning),15
Parameter(warning),0
