type,value
CCN(worst),94
CCN(average),2.5
CCN(violate),11
LOC(worst),237
LOC(average),9.2
LOC(violate),2
Parameter(worst),8
Parameter(average),1.3
Parameter(violate),2
Token(worst),1999
Token(average),69.8
CCN(warning),61
LOC(warning),39
Parameter(warning),2
