type,value
CCN(worst),12
CCN(average),2.3
CCN(violate),0
LOC(worst),97
LOC(average),25.0
LOC(violate),0
Parameter(worst),7
Parameter(average),1.1
Parameter(violate),1
Token(worst),984
Token(average),194.3
CCN(warning),1
LOC(warning),7
Parameter(warning),1
