type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),9
LOC(average),9.0
LOC(violate),0
Parameter(worst),1
Parameter(average),1.0
Parameter(violate),0
Token(worst),108
Token(average),81.0
CCN(warning),0
LOC(warning),0
Parameter(warning),0
