type,value
CCN(worst),17
CCN(average),3.0
CCN(violate),0
LOC(worst),85
LOC(average),17.0
LOC(violate),0
Parameter(worst),6
Parameter(average),2.3
Parameter(violate),0
Token(worst),657
Token(average),137.1
CCN(warning),3
LOC(warning),2
Parameter(warning),0
