type,value
CCN(worst),11
CCN(average),3.1
CCN(violate),0
LOC(worst),49
LOC(average),15.2
LOC(violate),0
Parameter(worst),3
Parameter(average),1.3
Parameter(violate),0
Token(worst),570
Token(average),119.0
CCN(warning),1
LOC(warning),0
Parameter(warning),0
