type,value
CCN(worst),10
CCN(average),2.3
CCN(violate),0
LOC(worst),50
LOC(average),15.3
LOC(violate),0
Parameter(worst),3
Parameter(average),0.9
Parameter(violate),0
Token(worst),461
Token(average),123.9
CCN(warning),0
LOC(warning),0
Parameter(warning),0
