type,value
CCN(worst),12
CCN(average),4.0
CCN(violate),0
LOC(worst),57
LOC(average),23.1
LOC(violate),0
Parameter(worst),3
Parameter(average),1.3
Parameter(violate),0
Token(worst),425
Token(average),188.0
CCN(warning),1
LOC(warning),1
Parameter(warning),0
