type,value
CCN(worst),3
CCN(average),1.5
CCN(violate),0
LOC(worst),26
LOC(average),15.4
LOC(violate),0
Parameter(worst),2
Parameter(average),1.1
Parameter(violate),0
Token(worst),245
Token(average),130.4
CCN(warning),0
LOC(warning),0
Parameter(warning),0
