type,value
CCN(worst),12
CCN(average),2.6
CCN(violate),0
LOC(worst),62
LOC(average),17.9
LOC(violate),0
Parameter(worst),2
Parameter(average),1.3
Parameter(violate),0
Token(worst),899
Token(average),208.5
CCN(warning),1
LOC(warning),1
Parameter(warning),0
