type,value
CCN(worst),19
CCN(average),3.8
CCN(violate),0
LOC(worst),106
LOC(average),32.9
LOC(violate),0
Parameter(worst),3
Parameter(average),0.8
Parameter(violate),0
Token(worst),810
Token(average),268.2
CCN(warning),1
LOC(warning),1
Parameter(warning),0
