type,value
CCN(worst),8
CCN(average),2.0
CCN(violate),0
LOC(worst),63
LOC(average),13.1
LOC(violate),0
Parameter(worst),7
Parameter(average),1.2
Parameter(violate),1
Token(worst),403
Token(average),86.8
CCN(warning),0
LOC(warning),2
Parameter(warning),1
