type,value
CCN(worst),2
CCN(average),1.7
CCN(violate),0
LOC(worst),14
LOC(average),12.0
LOC(violate),0
Parameter(worst),2
Parameter(average),1.0
Parameter(violate),0
Token(worst),135
Token(average),97.3
CCN(warning),0
LOC(warning),0
Parameter(warning),0
