type,value
CCN(worst),16
CCN(average),1.9
CCN(violate),0
LOC(worst),58
LOC(average),5.3
LOC(violate),0
Parameter(worst),2
Parameter(average),0.1
Parameter(violate),0
Token(worst),516
Token(average),42.3
CCN(warning),1
LOC(warning),1
Parameter(warning),0
