type,value
CCN(worst),9
CCN(average),2.4
CCN(violate),0
LOC(worst),49
LOC(average),15.7
LOC(violate),0
Parameter(worst),10
Parameter(average),2.2
Parameter(violate),3
Token(worst),601
Token(average),133.7
CCN(warning),0
LOC(warning),0
Parameter(warning),3
