type,value
CCN(worst),2
CCN(average),1.2
CCN(violate),0
LOC(worst),132
LOC(average),25.4
LOC(violate),0
Parameter(worst),3
Parameter(average),1.5
Parameter(violate),0
Token(worst),563
Token(average),137.4
CCN(warning),0
LOC(warning),2
Parameter(warning),0
