type,value
CCN(worst),8
CCN(average),2.6
CCN(violate),0
LOC(worst),105
LOC(average),20.6
LOC(violate),0
Parameter(worst),2
Parameter(average),0.8
Parameter(violate),0
Token(worst),426
Token(average),113.6
CCN(warning),0
LOC(warning),1
Parameter(warning),0
