type,value
CCN(worst),34
CCN(average),8.3
CCN(violate),1
LOC(worst),155
LOC(average),41.7
LOC(violate),0
Parameter(worst),9
Parameter(average),2.8
Parameter(violate),1
Token(worst),1460
Token(average),411.8
CCN(warning),2
LOC(warning),3
Parameter(warning),1
