type,value
CCN(worst),7
CCN(average),2.5
CCN(violate),0
LOC(worst),79
LOC(average),29.5
LOC(violate),0
Parameter(worst),4
Parameter(average),1.0
Parameter(violate),0
Token(worst),809
Token(average),294.8
CCN(warning),0
LOC(warning),4
Parameter(warning),0
