type,value
CCN(worst),19
CCN(average),2.7
CCN(violate),0
LOC(worst),65
LOC(average),12.8
LOC(violate),0
Parameter(worst),6
Parameter(average),1.6
Parameter(violate),0
Token(worst),604
Token(average),103.6
CCN(warning),2
LOC(warning),2
Parameter(warning),0
