type,value
CCN(worst),3
CCN(average),1.7
CCN(violate),0
LOC(worst),19
LOC(average),9.9
LOC(violate),0
Parameter(worst),2
Parameter(average),1.2
Parameter(violate),0
Token(worst),143
Token(average),69.8
CCN(warning),0
LOC(warning),0
Parameter(warning),0
