type,value
CCN(worst),9
CCN(average),3.1
CCN(violate),0
LOC(worst),235
LOC(average),34.8
LOC(violate),1
Parameter(worst),3
Parameter(average),1.3
Parameter(violate),0
Token(worst),1896
Token(average),298.5
CCN(warning),0
LOC(warning),1
Parameter(warning),0
