type,value
CCN(worst),5
CCN(average),2.0
CCN(violate),0
LOC(worst),44
LOC(average),15.0
LOC(violate),0
Parameter(worst),1
Parameter(average),0.4
Parameter(violate),0
Token(worst),412
Token(average),128.9
CCN(warning),0
LOC(warning),0
Parameter(warning),0
