type,value
CCN(worst),6
CCN(average),4.0
CCN(violate),0
LOC(worst),50
LOC(average),28.3
LOC(violate),0
Parameter(worst),2
Parameter(average),2.0
Parameter(violate),0
Token(worst),281
Token(average),196.3
CCN(warning),0
LOC(warning),0
Parameter(warning),0
