type,value
CCN(worst),11
CCN(average),3.5
CCN(violate),0
LOC(worst),36
LOC(average),15.9
LOC(violate),0
Parameter(worst),3
Parameter(average),2.0
Parameter(violate),0
Token(worst),433
Token(average),143.8
CCN(warning),1
LOC(warning),0
Parameter(warning),0
