type,value
CCN(worst),22
CCN(average),3.3
CCN(violate),1
LOC(worst),337
LOC(average),20.4
LOC(violate),1
Parameter(worst),10
Parameter(average),2.1
Parameter(violate),6
Token(worst),3563
Token(average),168.7
CCN(warning),20
LOC(warning),38
Parameter(warning),6
