type,value
CCN(worst),7
CCN(average),2.4
CCN(violate),0
LOC(worst),53
LOC(average),16.1
LOC(violate),0
Parameter(worst),3
Parameter(average),1.4
Parameter(violate),0
Token(worst),483
Token(average),125.4
CCN(warning),0
LOC(warning),1
Parameter(warning),0
