type,value
CCN(worst),16
CCN(average),3.6
CCN(violate),0
LOC(worst),51
LOC(average),14.5
LOC(violate),0
Parameter(worst),3
Parameter(average),1.2
Parameter(violate),0
Token(worst),342
Token(average),118.3
CCN(warning),2
LOC(warning),1
Parameter(warning),0
