type,value
CCN(worst),13
CCN(average),3.0
CCN(violate),0
LOC(worst),54
LOC(average),8.2
LOC(violate),0
Parameter(worst),4
Parameter(average),1.9
Parameter(violate),0
Token(worst),327
Token(average),53.3
CCN(warning),1
LOC(warning),1
Parameter(warning),0
