type,value
CCN(worst),10
CCN(average),3.1
CCN(violate),0
LOC(worst),40
LOC(average),13.8
LOC(violate),0
Parameter(worst),5
Parameter(average),1.5
Parameter(violate),0
Token(worst),416
Token(average),101.8
CCN(warning),0
LOC(warning),0
Parameter(warning),0
