type,value
CCN(worst),29
CCN(average),3.9
CCN(violate),1
LOC(worst),88
LOC(average),16.3
LOC(violate),0
Parameter(worst),4
Parameter(average),1.4
Parameter(violate),0
Token(worst),660
Token(average),109.8
CCN(warning),3
LOC(warning),2
Parameter(warning),0
