type,value
CCN(worst),11
CCN(average),3.1
CCN(violate),0
LOC(worst),45
LOC(average),15.0
LOC(violate),0
Parameter(worst),3
Parameter(average),1.3
Parameter(violate),0
Token(worst),512
Token(average),115.8
CCN(warning),1
LOC(warning),0
Parameter(warning),0
