type,value
CCN(worst),9
CCN(average),1.6
CCN(violate),0
LOC(worst),76
LOC(average),16.1
LOC(violate),0
Parameter(worst),6
Parameter(average),1.7
Parameter(violate),0
Token(worst),530
Token(average),115.3
CCN(warning),0
LOC(warning),3
Parameter(warning),0
