type,value
CCN(worst),15
CCN(average),2.2
CCN(violate),0
LOC(worst),134
LOC(average),11.3
LOC(violate),0
Parameter(worst),12
Parameter(average),1.5
Parameter(violate),3
Token(worst),903
Token(average),81.6
CCN(warning),6
LOC(warning),5
Parameter(warning),3
