type,value
CCN(worst),20
CCN(average),2.7
CCN(violate),0
LOC(worst),108
LOC(average),21.1
LOC(violate),0
Parameter(worst),3
Parameter(average),1.3
Parameter(violate),0
Token(worst),1759
Token(average),234.9
CCN(warning),1
LOC(warning),2
Parameter(warning),0
