type,value
CCN(worst),5
CCN(average),2.6
CCN(violate),0
LOC(worst),40
LOC(average),17.9
LOC(violate),0
Parameter(worst),5
Parameter(average),2.7
Parameter(violate),0
Token(worst),421
Token(average),162.1
CCN(warning),0
LOC(warning),0
Parameter(warning),0
