type,value
CCN(worst),13
CCN(average),7.0
CCN(violate),0
LOC(worst),110
LOC(average),51.8
LOC(violate),0
Parameter(worst),9
Parameter(average),2.8
Parameter(violate),1
Token(worst),1044
Token(average),479.3
CCN(warning),2
LOC(warning),2
Parameter(warning),1
