type,value
CCN(worst),9
CCN(average),2.6
CCN(violate),0
LOC(worst),43
LOC(average),14.6
LOC(violate),0
Parameter(worst),5
Parameter(average),1.5
Parameter(violate),0
Token(worst),346
Token(average),109.4
CCN(warning),0
LOC(warning),0
Parameter(warning),0
