type,value
CCN(worst),8
CCN(average),3.4
CCN(violate),0
LOC(worst),37
LOC(average),15.3
LOC(violate),0
Parameter(worst),3
Parameter(average),1.6
Parameter(violate),0
Token(worst),446
Token(average),131.4
CCN(warning),0
LOC(warning),0
Parameter(warning),0
