type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),29
LOC(average),15.5
LOC(violate),0
Parameter(worst),2
Parameter(average),1.0
Parameter(violate),0
Token(worst),106
Token(average),63.0
CCN(warning),0
LOC(warning),0
Parameter(warning),0
