type,value
CCN(worst),5
CCN(average),3.0
CCN(violate),0
LOC(worst),24
LOC(average),17.0
LOC(violate),0
Parameter(worst),1
Parameter(average),1.0
Parameter(violate),0
Token(worst),160
Token(average),132.5
CCN(warning),0
LOC(warning),0
Parameter(warning),0
