type,value
CCN(worst),9
CCN(average),4.7
CCN(violate),0
LOC(worst),8
LOC(average),5.7
LOC(violate),0
Parameter(worst),3
Parameter(average),2.3
Parameter(violate),0
Token(worst),131
Token(average),78.7
CCN(warning),0
LOC(warning),0
Parameter(warning),0
