type,value
CCN(worst),9
CCN(average),3.3
CCN(violate),0
LOC(worst),48
LOC(average),16.0
LOC(violate),0
Parameter(worst),3
Parameter(average),1.2
Parameter(violate),0
Token(worst),491
Token(average),106.8
CCN(warning),0
LOC(warning),0
Parameter(warning),0
